# Sample spike file for STDP
0.0, 0.0
0.0001, 5e-05
0.0016, 0.0001
0.0081, 0.00015
0.0256, 0.0002
0.0625, 0.00025
0.1296, 0.0003
0.2401, 0.00035
0.4096, 0.0004
0.6561, 0.00045
1.0, 0.0005
-1.0, 0.0015
-0.6561, 0.00155
-0.4096, 0.0016
-0.2401, 0.00165
-0.1296, 0.0017
-0.0625, 0.00175
-0.0256, 0.0018
-0.0081, 0.00185
-0.0016, 0.0019
-0.0001, 0.00195
-0.0, 0.002
